INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../block_mmult_testbench.cc in release mode
   Compiling ../../../../block_mmult.cc in release mode
   Generating csim.exe
0, 0, 12122, 12122
0, 1, -22988, -22988
0, 2, -19871, -19871
0, 3, -904, -904
0, 4, 5330, 5330
0, 5, -29906, -29906
0, 6, 3293, 3293
0, 7, -6257, -6257
0, 8, 17444, 17444
0, 9, -21656, -21656
0, 10, -26310, -26310
0, 11, 9898, 9898
0, 12, -26063, -26063
0, 13, 20250, 20250
0, 14, 12906, 12906
0, 15, 3655, 3655
0, 16, -29893, -29893
0, 17, 30411, 30411
0, 18, 9652, 9652
0, 19, -18001, -18001
0, 20, 24225, 24225
0, 21, 5617, 5617
0, 22, 27543, 27543
0, 23, 23910, 23910
0, 24, -16037, -16037
0, 25, 1851, 1851
0, 26, 14154, 14154
0, 27, 31721, 31721
0, 28, 10324, 10324
0, 29, 2585, 2585
0, 30, 15429, 15429
0, 31, -23792, -23792
0, 32, 10195, 10195
0, 33, -26820, -26820
0, 34, 17409, 17409
0, 35, -24603, -24603
0, 36, -19084, -19084
0, 37, 7034, 7034
0, 38, -16208, -16208
0, 39, -5044, -5044
0, 40, 7572, 7572
0, 41, -3778, -3778
0, 42, 13618, 13618
0, 43, -17246, -17246
0, 44, -18673, -18673
0, 45, -13353, -13353
0, 46, -20312, -20312
0, 47, -24085, -24085
0, 48, -19175, -19175
0, 49, -7472, -7472
0, 50, 17573, 17573
0, 51, -10, -10
0, 52, 19198, 19198
0, 53, 23818, 23818
0, 54, 4338, 4338
0, 55, -26267, -26267
0, 56, 10941, 10941
0, 57, -17070, -17070
0, 58, -24584, -24584
0, 59, -13016, -13016
0, 60, 26667, 26667
0, 61, -17411, -17411
0, 62, -28236, -28236
0, 63, 19334, 19334
0, 64, 21015, 21015
0, 65, -7184, -7184
0, 66, 15710, 15710
0, 67, 17918, 17918
0, 68, 20666, 20666
0, 69, 2975, 2975
0, 70, -26041, -26041
0, 71, 27297, 27297
0, 72, -13165, -13165
